listing_id,date,available,price,,Avg_Price,Median_Price
23904075,7/1/2018,t,$18.00 ,,209.3787343,85
23929821,7/1/2018,t,$18.00 ,,,
23941101,7/1/2018,t,$18.00 ,,,
23881987,7/1/2018,t,$18.00 ,,,
23964099,7/1/2018,t,$18.00 ,,,
24250778,7/1/2018,t,$20.00 ,,,
24428378,7/1/2018,t,$20.00 ,,,
24491441,7/1/2018,t,$20.00 ,,,
24355321,7/1/2018,t,$20.00 ,,,
24650247,7/1/2018,t,$20.00 ,,,
23981825,7/1/2018,t,$20.00 ,,,
19696235,7/1/2018,t,$20.00 ,,,
23311125,7/1/2018,t,$20.00 ,,,
23094963,7/1/2018,t,$22.00 ,,,
16418105,7/1/2018,t,$23.00 ,,,
22797702,7/1/2018,t,$23.00 ,,,
24947499,7/1/2018,t,$24.00 ,,,
18473391,7/1/2018,t,$24.00 ,,,
16418149,7/1/2018,t,$25.00 ,,,
24779395,7/1/2018,t,$25.00 ,,,
23421271,7/1/2018,t,$25.00 ,,,
19951630,7/1/2018,t,$25.00 ,,,
19951745,7/1/2018,t,$25.00 ,,,
16410184,7/1/2018,t,$26.00 ,,,
24961860,7/1/2018,t,$26.00 ,,,
24965207,7/1/2018,t,$26.00 ,,,
24965803,7/1/2018,t,$26.00 ,,,
24965599,7/1/2018,t,$26.00 ,,,
13530214,7/1/2018,t,$26.00 ,,,
16409801,7/1/2018,t,$27.00 ,,,
22084420,7/1/2018,t,$27.00 ,,,
18286322,7/1/2018,t,$27.00 ,,,
20075037,7/1/2018,t,$27.00 ,,,
18548267,7/1/2018,t,$27.00 ,,,
24827845,7/1/2018,t,$28.00 ,,,
13660644,7/1/2018,t,$28.00 ,,,
24212186,7/1/2018,t,$29.00 ,,,
21400295,7/1/2018,t,$29.00 ,,,
459767,7/1/2018,t,$30.00 ,,,
23579580,7/1/2018,t,$30.00 ,,,
23502966,7/1/2018,t,$30.00 ,,,
23580221,7/1/2018,t,$30.00 ,,,
23579449,7/1/2018,t,$30.00 ,,,
23580531,7/1/2018,t,$30.00 ,,,
23501934,7/1/2018,t,$30.00 ,,,
23580657,7/1/2018,t,$30.00 ,,,
23580758,7/1/2018,t,$30.00 ,,,
23580578,7/1/2018,t,$30.00 ,,,
23580489,7/1/2018,t,$30.00 ,,,
22031475,7/1/2018,t,$30.00 ,,,
404795,7/1/2018,t,$30.00 ,,,
308582,7/1/2018,t,$30.00 ,,,
404691,7/1/2018,t,$30.00 ,,,
23580439,7/1/2018,t,$30.00 ,,,
23580170,7/1/2018,t,$30.00 ,,,
23580798,7/1/2018,t,$30.00 ,,,
23580619,7/1/2018,t,$30.00 ,,,
23501446,7/1/2018,t,$30.00 ,,,
23579642,7/1/2018,t,$30.00 ,,,
23502778,7/1/2018,t,$30.00 ,,,
23580841,7/1/2018,t,$30.00 ,,,
23579737,7/1/2018,t,$30.00 ,,,
23579182,7/1/2018,t,$30.00 ,,,
23579821,7/1/2018,t,$30.00 ,,,
300371,7/1/2018,t,$30.00 ,,,
9127517,7/1/2018,t,$30.00 ,,,
288038,7/1/2018,t,$30.00 ,,,
23580703,7/1/2018,t,$30.00 ,,,
4070707,7/1/2018,t,$30.00 ,,,
13559286,7/1/2018,t,$30.00 ,,,
24267899,7/1/2018,t,$30.00 ,,,
400478,7/1/2018,t,$30.00 ,,,
24268808,7/1/2018,t,$30.00 ,,,
13545489,7/1/2018,t,$30.00 ,,,
288779,7/1/2018,t,$30.00 ,,,
13560280,7/1/2018,t,$30.00 ,,,
308584,7/1/2018,t,$30.00 ,,,
13557524,7/1/2018,t,$30.00 ,,,
13557918,7/1/2018,t,$30.00 ,,,
8240674,7/1/2018,t,$30.00 ,,,
21827836,7/1/2018,t,$30.00 ,,,
24916030,7/1/2018,t,$30.00 ,,,
8990888,7/1/2018,t,$30.00 ,,,
13731033,7/1/2018,t,$30.00 ,,,
22194400,7/1/2018,t,$30.00 ,,,
21865667,7/1/2018,t,$30.00 ,,,
13642886,7/1/2018,t,$30.00 ,,,
13586148,7/1/2018,t,$30.00 ,,,
14199259,7/1/2018,t,$30.00 ,,,
24872356,7/1/2018,t,$31.00 ,,,
23610769,7/1/2018,t,$32.00 ,,,
15410187,7/1/2018,t,$32.00 ,,,
6202973,7/1/2018,t,$32.00 ,,,
24751734,7/1/2018,t,$32.00 ,,,
18488504,7/1/2018,t,$32.00 ,,,
3908406,7/1/2018,t,$33.00 ,,,
22499891,7/1/2018,t,$33.00 ,,,
17592722,7/1/2018,t,$33.00 ,,,
17094319,7/1/2018,t,$34.00 ,,,
24632184,7/1/2018,t,$34.00 ,,,
12785422,7/1/2018,t,$34.00 ,,,
2007473,7/1/2018,t,$34.00 ,,,
18315408,7/1/2018,t,$34.00 ,,,
24781877,7/1/2018,t,$35.00 ,,,
3688641,7/1/2018,t,$35.00 ,,,
3999130,7/1/2018,t,$35.00 ,,,
15533107,7/1/2018,t,$35.00 ,,,
3696854,7/1/2018,t,$35.00 ,,,
3544725,7/1/2018,t,$35.00 ,,,
22153774,7/1/2018,t,$35.00 ,,,
24926533,7/1/2018,t,$35.00 ,,,
6390085,7/1/2018,t,$35.00 ,,,
6076275,7/1/2018,t,$35.00 ,,,
288061,7/1/2018,t,$35.00 ,,,
776201,7/1/2018,t,$35.00 ,,,
11662340,7/1/2018,t,$35.00 ,,,
24230393,7/1/2018,t,$35.00 ,,,
300329,7/1/2018,t,$35.00 ,,,
9395450,7/1/2018,t,$35.00 ,,,
21078497,7/1/2018,t,$35.00 ,,,
22207783,7/1/2018,t,$35.00 ,,,
21805764,7/1/2018,t,$35.00 ,,,
22207687,7/1/2018,t,$35.00 ,,,
21853199,7/1/2018,t,$35.00 ,,,
21851606,7/1/2018,t,$35.00 ,,,
22207739,7/1/2018,t,$35.00 ,,,
21805786,7/1/2018,t,$35.00 ,,,
17439014,7/1/2018,t,$35.00 ,,,
17704230,7/1/2018,t,$35.00 ,,,
19102966,7/1/2018,t,$35.00 ,,,
21978439,7/1/2018,t,$35.00 ,,,
14198906,7/1/2018,t,$35.00 ,,,
3761182,7/1/2018,t,$36.00 ,,,
18249057,7/1/2018,t,$36.00 ,,,
7900058,7/1/2018,t,$36.00 ,,,
22705765,7/1/2018,t,$36.00 ,,,
22754428,7/1/2018,t,$36.00 ,,,
22891089,7/1/2018,t,$36.00 ,,,
24105464,7/1/2018,t,$36.00 ,,,
24656331,7/1/2018,t,$36.00 ,,,
11443623,7/1/2018,t,$36.00 ,,,
13901626,7/1/2018,t,$36.00 ,,,
19710783,7/1/2018,t,$36.00 ,,,
21838925,7/1/2018,t,$36.00 ,,,
21851580,7/1/2018,t,$36.00 ,,,
21828248,7/1/2018,t,$36.00 ,,,
24066210,7/1/2018,t,$36.00 ,,,
19661412,7/1/2018,t,$36.00 ,,,
5061104,7/1/2018,t,$37.00 ,,,
21396608,7/1/2018,t,$37.00 ,,,
24656433,7/1/2018,t,$37.00 ,,,
24053430,7/1/2018,t,$37.00 ,,,
12917085,7/1/2018,t,$37.00 ,,,
16220943,7/1/2018,t,$38.00 ,,,
20524479,7/1/2018,t,$38.00 ,,,
24626122,7/1/2018,t,$38.00 ,,,
24656700,7/1/2018,t,$38.00 ,,,
20835249,7/1/2018,t,$38.00 ,,,
20524114,7/1/2018,t,$38.00 ,,,
5920522,7/1/2018,t,$38.00 ,,,
23077077,7/1/2018,t,$38.00 ,,,
14887528,7/1/2018,t,$38.00 ,,,
21162687,7/1/2018,t,$38.00 ,,,
7360757,7/1/2018,t,$39.00 ,,,
9788388,7/1/2018,t,$39.00 ,,,
22810999,7/1/2018,t,$39.00 ,,,
24270212,7/1/2018,t,$39.00 ,,,
21981935,7/1/2018,t,$39.00 ,,,
19924289,7/1/2018,t,$39.00 ,,,
14611495,7/1/2018,t,$39.00 ,,,
22923731,7/1/2018,t,$40.00 ,,,
13006744,7/1/2018,t,$40.00 ,,,
15158514,7/1/2018,t,$40.00 ,,,
24097390,7/1/2018,t,$40.00 ,,,
22123246,7/1/2018,t,$40.00 ,,,
21965291,7/1/2018,t,$40.00 ,,,
12815098,7/1/2018,t,$40.00 ,,,
12815173,7/1/2018,t,$40.00 ,,,
17814923,7/1/2018,t,$40.00 ,,,
6263667,7/1/2018,t,$40.00 ,,,
17521411,7/1/2018,t,$40.00 ,,,
22487330,7/1/2018,t,$40.00 ,,,
23844122,7/1/2018,t,$40.00 ,,,
20127072,7/1/2018,t,$40.00 ,,,
19315911,7/1/2018,t,$40.00 ,,,
20055130,7/1/2018,t,$40.00 ,,,
22889920,7/1/2018,t,$40.00 ,,,
20422849,7/1/2018,t,$40.00 ,,,
7182074,7/1/2018,t,$40.00 ,,,
24061478,7/1/2018,t,$40.00 ,,,
24085586,7/1/2018,t,$40.00 ,,,
22209084,7/1/2018,t,$40.00 ,,,
550153,7/1/2018,t,$40.00 ,,,
22209007,7/1/2018,t,$40.00 ,,,
21142791,7/1/2018,t,$40.00 ,,,
20483563,7/1/2018,t,$40.00 ,,,
17994750,7/1/2018,t,$40.00 ,,,
20494469,7/1/2018,t,$40.00 ,,,
24648329,7/1/2018,t,$40.00 ,,,
22021190,7/1/2018,t,$40.00 ,,,
19656261,7/1/2018,t,$40.00 ,,,
24433670,7/1/2018,t,$40.00 ,,,
21978828,7/1/2018,t,$40.00 ,,,
22816697,7/1/2018,t,$41.00 ,,,
22229142,7/1/2018,t,$41.00 ,,,
15129705,7/1/2018,t,$41.00 ,,,
3615496,7/1/2018,t,$41.00 ,,,
9448893,7/1/2018,t,$41.00 ,,,
20818300,7/1/2018,t,$41.00 ,,,
16082746,7/1/2018,t,$41.00 ,,,
22518421,7/1/2018,t,$41.00 ,,,
22659207,7/1/2018,t,$41.00 ,,,
16616977,7/1/2018,t,$42.00 ,,,
11770684,7/1/2018,t,$42.00 ,,,
22705696,7/1/2018,t,$42.00 ,,,
1552495,7/1/2018,t,$42.00 ,,,
14489879,7/1/2018,t,$42.00 ,,,
11627514,7/1/2018,t,$42.00 ,,,
24337467,7/1/2018,t,$42.00 ,,,
7086506,7/1/2018,t,$42.00 ,,,
14773166,7/1/2018,t,$42.00 ,,,
20483604,7/1/2018,t,$42.00 ,,,
23206863,7/1/2018,t,$42.00 ,,,
9937825,7/1/2018,t,$42.00 ,,,
14727888,7/1/2018,t,$42.00 ,,,
14188406,7/1/2018,t,$43.00 ,,,
6044166,7/1/2018,t,$43.00 ,,,
23094995,7/1/2018,t,$43.00 ,,,
18118225,7/1/2018,t,$43.00 ,,,
20872095,7/1/2018,t,$44.00 ,,,
16465660,7/1/2018,t,$45.00 ,,,
23259777,7/1/2018,t,$45.00 ,,,
16739342,7/1/2018,t,$45.00 ,,,
24214011,7/1/2018,t,$45.00 ,,,
22251381,7/1/2018,t,$45.00 ,,,
20590111,7/1/2018,t,$45.00 ,,,
24213146,7/1/2018,t,$45.00 ,,,
23055131,7/1/2018,t,$45.00 ,,,
19761476,7/1/2018,t,$45.00 ,,,
22306095,7/1/2018,t,$45.00 ,,,
22453893,7/1/2018,t,$45.00 ,,,
19822214,7/1/2018,t,$45.00 ,,,
13671213,7/1/2018,t,$45.00 ,,,
4242907,7/1/2018,t,$45.00 ,,,
20787089,7/1/2018,t,$45.00 ,,,
21023904,7/1/2018,t,$45.00 ,,,
22193776,7/1/2018,t,$45.00 ,,,
14633517,7/1/2018,t,$45.00 ,,,
22536983,7/1/2018,t,$45.00 ,,,
24270046,7/1/2018,t,$45.00 ,,,
22836154,7/1/2018,t,$45.00 ,,,
19556653,7/1/2018,t,$45.00 ,,,
22044914,7/1/2018,t,$45.00 ,,,
10332001,7/1/2018,t,$45.00 ,,,
22195882,7/1/2018,t,$45.00 ,,,
9545027,7/1/2018,t,$45.00 ,,,
21853333,7/1/2018,t,$45.00 ,,,
19805542,7/1/2018,t,$45.00 ,,,
15604711,7/1/2018,t,$45.00 ,,,
24774638,7/1/2018,t,$45.00 ,,,
14728337,7/1/2018,t,$45.00 ,,,
14745054,7/1/2018,t,$45.00 ,,,
11280898,7/1/2018,t,$45.00 ,,,
20771706,7/1/2018,t,$45.00 ,,,
13297884,7/1/2018,t,$45.00 ,,,
14184061,7/1/2018,t,$45.00 ,,,
21978909,7/1/2018,t,$45.00 ,,,
353282,7/1/2018,t,$45.00 ,,,
20498576,7/1/2018,t,$46.00 ,,,
19763502,7/1/2018,t,$46.00 ,,,
15990734,7/1/2018,t,$46.00 ,,,
15673487,7/1/2018,t,$46.00 ,,,
6303827,7/1/2018,t,$46.00 ,,,
6121930,7/1/2018,t,$46.00 ,,,
21366013,7/1/2018,t,$46.00 ,,,
12310857,7/1/2018,t,$46.00 ,,,
13571102,7/1/2018,t,$47.00 ,,,
22145045,7/1/2018,t,$47.00 ,,,
14539305,7/1/2018,t,$47.00 ,,,
20904063,7/1/2018,t,$47.00 ,,,
22379203,7/1/2018,t,$47.00 ,,,
14014118,7/1/2018,t,$47.00 ,,,
14901006,7/1/2018,t,$48.00 ,,,
13451778,7/1/2018,t,$48.00 ,,,
7956414,7/1/2018,t,$48.00 ,,,
20541523,7/1/2018,t,$48.00 ,,,
1557529,7/1/2018,t,$48.00 ,,,
6286975,7/1/2018,t,$48.00 ,,,
22891927,7/1/2018,t,$48.00 ,,,
21611406,7/1/2018,t,$48.00 ,,,
13982111,7/1/2018,t,$48.00 ,,,
23046268,7/1/2018,t,$48.00 ,,,
20898877,7/1/2018,t,$48.00 ,,,
24696941,7/1/2018,t,$48.00 ,,,
21383515,7/1/2018,t,$48.00 ,,,
19250748,7/1/2018,t,$49.00 ,,,
